8292
18860	18947
19192	42386
18810	104652
20118	110015
19056	19347
20832	27322
20543	46690
19180	19568
18856	19275
19331	110596
18925	20916
18929	19701
18779	33429
18875	19052
18911	19047
19183	21045
19779	19907
19969	77604
19030	95941
18961	19672
19360	20533
20435	20770
18986	20632
20926	48448
19347	20560
19292	124038
3068	19018
20496	57451
19173	123413
19368	20108
18844	19158
18806	19655
18968	19095
19108	19606
19012	19990
18774	56925
18805	19295
19063	20013
18774	20781
19561	21067
19995	20461
19173	20518
19228	20396
15162	19086
19605	20948
13946	18883
15226	19502
18776	63314
19561	132376
19090	19318
18911	51233
19149	20200
19922	19975
18818	19014
19165	112715
18818	19362
19606	20679
20891	21791
18841	18959
18923	32269
19136	20225
19353	124352
19042	19446
16191	19263
18856	19247
19030	19728
120464	123123
19565	20019
19863	20078
18811	19806
18866	19724
18873	19162
20469	92395
18774	19439
18916	19395
19041	29508
19358	50538
39143	64063
18773	18907
19003	20090
19549	19808
18790	20407
19003	22700
19810	85565
18934	19283
19025	19344
895	19060
19162	87454
19397	68923
18945	96994
18800	19031
18925	19776
18928	19019
19010	20274
19116	19218
19199	20434
19318	20298
19477	19760
19378	20395
92957	96506
18785	18843
19210	20954
19275	19835
18875	20298
19109	20091
19287	82805
18774	100885
19019	20061
18883	19030
19223	91287
19554	20104
19063	19199
18887	19728
18987	19444
19175	19767
18856	82758
19276	19380
19344	21050
19184	19396
19229	21040
10490	15077
12548	18940
18834	19001
19197	51494
18803	20345
2648	20073
19728	133109
18963	19550
19733	77986
18782	18851
19758	75131
18783	115675
18883	20171
19439	36973
27	19707
18883	19143
18805	20158
18815	19012
19338	19884
56768	83492
18817	20117
18794	20273
19086	19749
19199	19292
19129	117989
19175	81500
18825	20492
19604	20403
19292	19828
18781	19042
11635	19268
19686	107025
18881	18992
18892	89100
18979	21005
19424	78598
19561	19775
12166	18936
20966	21033
18917	19359
20342	20830
19299	19866
18826	19936
18811	102754
18875	19472
18890	18994
56992	122583
18987	72434
19139	19672
19211	20197
19353	95213
18811	18977
19906	121989
18917	104897
18887	19070
18952	19679
19272	34727
19139	119220
18908	116397
18802	23780
19722	21093
18890	121948
18906	133127
18939	20919
19574	19659
18781	18782
19568	55552
19020	20144
72772	100571
19811	47640
19161	59925
19325	110341
19042	19236
18808	18962
19841	86312
19003	19564
18783	19097
19023	19826
19542	19549
18815	19168
18811	19058
5904	19025
18891	111938
19342	73420
18970	20501
19886	20796
18875	20201
19951	25626
19542	20340
18952	21103
18798	20006
18947	19346
19000	19007
18774	19235
18823	18898
19341	19997
18949	19125
19861	96456
